sgRNA	Gene	L2_F1	L2_F2	L2_F3	L2_F4
HDAC1_g1	HDAC1	0.9315960694392303	1.0461969189497178	1.005074210246806	1.0485946786801124
HDAC1_g2	HDAC1	0.8320848071865254	0.904256720932058	1.1956862533154693	1.1536863069095094
HDAC1_g3	HDAC1	0.9946946060802475	0.9290704873818564	1.0317676798282223	0.972623962178159
HDAC1_g4	HDAC1	0.8779886739346034	1.0125191481491398	1.189906876718169	1.0284247351043276
HDAC1_g5	HDAC1	0.9916987064851868	1.058885641752038	1.0975422743789152	1.0403661710989485
HDAC1_g6	HDAC1	0.9500999538021934	1.0376720244361606	1.0351087864984325	1.109466006586097
HDAC10_g7	HDAC10	0.9126982449765434	1.1462926225806647	1.0003849746232374	1.2482878281143794
HDAC10_g8	HDAC10	0.8808106436949383	1.0137487758878203	0.9401654181925052	0.8866571265633552
HDAC10_g9	HDAC10	0.9797479412425951	1.0955202844847618	1.127980794595014	1.1235673974465168
HDAC10_g10	HDAC10	0.7106959123919925	0.8292615080932836	0.8845423835886832	0.9181692472210634
HDAC10_g11	HDAC10	0.8077430205764837	0.8555928451041831	0.8102581663116589	0.8475453994052742
HDAC10_g12	HDAC10	0.919619530277891	0.8800179842957693	1.0574278995976867	1.0530252314366366
HDAC11_g13	HDAC11	0.8740129861387803	0.9405615887589509	0.947571607711201	1.0098643701416956
HDAC11_g14	HDAC11	0.9432583057015661	1.05857035271648	1.354800892980224	1.1962793965698253
HDAC11_g15	HDAC11	1.1884251898867808	1.0739357251985422	1.0390031983324046	1.3090192782185148
HDAC11_g16	HDAC11	0.7745138024056003	0.9741805795034074	0.9974211096103192	0.9594910362678585
HDAC11_g17	HDAC11	0.7541977023088314	0.9407038125045543	0.960242763193357	0.8966186773387541
HDAC11_g18	HDAC11	0.8231806073296499	1.0133879821207763	1.0240209821119095	1.0525646145364838
HDAC2_g19	HDAC2	1.0430664492324848	0.6962146244477123	1.1652318397259982	0.6636943190854837
HDAC2_g20	HDAC2	0.8762560202089646	1.0044779161472006	0.9527382452700018	1.033653391649095
HDAC2_g21	HDAC2	0.9155207267763316	0.9095398112189245	0.8829477282301461	0.9733571078477968
HDAC2_g22	HDAC2	0.9192189560882136	1.0021967948718913	0.9124926173371462	0.9920387022691878
HDAC2_g23	HDAC2	1.0528621410613779	0.9712482453665432	1.1422850337294206	0.8887170296136344
HDAC2_g24	HDAC2	1.124393779420748	1.14812116106004	1.3119889385045436	1.2910445668016663
HDAC3_g25	HDAC3	0.9000450284595808	0.7863637243452795	1.0796893271746681	0.9999334903388161
