sgRNA	Gene	L4_F1	L4_F2	L4_F3	L4_F4
HDAC1_g1	HDAC1	0.9520110029457102	1.0856962405214057	1.487451063233447	1.2692238606806558
HDAC1_g2	HDAC1	0.6086088922720745	0.7096245094395515	1.0009172713040229	0.8377622166621385
HDAC1_g3	HDAC1	1.2584800656191402	1.2660480295401293	1.6526087071660305	1.8594208908513337
HDAC1_g4	HDAC1	1.357064992757185	1.24033600498517	1.552290759141244	1.5635610849433275
HDAC1_g5	HDAC1	0.8966863532937471	0.987507371453226	1.4580829605048258	1.3085894704148047
HDAC1_g6	HDAC1	1.3031630842155513	1.2745791816119778	1.5756427866149298	1.234024016319016
HDAC10_g7	HDAC10	1.051563706912964	1.0237363311410013	1.390043183694097	1.2086969553134466
HDAC10_g8	HDAC10	0.9382146068500585	1.2995180892762068	1.854990779604829	1.5378482203648984
HDAC10_g9	HDAC10	1.4637209313918391	1.4970652838033742	1.546635366884162	1.8085855625894702
HDAC10_g10	HDAC10	1.2484960009731336	1.2763530557323934	1.5991073945569254	1.6348710381732303
HDAC10_g11	HDAC10	0.7311675608843368	0.927754397378085	1.1059188003159324	1.2550220496341615
HDAC10_g12	HDAC10	1.3011867955859748	1.268537869551825	1.6454198100280757	1.5554359413193093
HDAC11_g13	HDAC11	1.1278754099171695	1.2386993439823264	1.6635287896003175	1.5824379228601686
HDAC11_g14	HDAC11	0.6028024156883999	0.875495800765035	0.9675837666508136	1.0477404327081181
HDAC11_g15	HDAC11	1.364958254991365	1.5399769805451367	1.4893411101410654	1.5274725801551814
HDAC11_g16	HDAC11	1.1649213452505573	1.2487523299667527	1.5902822780942985	1.5445643700601317
HDAC11_g17	HDAC11	1.3088945827281326	1.5125014497715092	1.8208339944758603	1.6767896501719395
HDAC11_g18	HDAC11	1.0849221585968163	1.0642905835847098	1.2639376048838415	1.3999326150345315
HDAC2_g19	HDAC2	0.500253521715861	0.6299658999170576	0.5805137336174289	0.5629014899426048
HDAC2_g20	HDAC2	0.7442463546926674	0.7799607789339451	0.9145530920023737	1.139695101447948
