sgRNA	Gene	L6_F1	L6_F2	L6_F3	L6_F4
SMARCA5_g21	SMARCA5	0.5304658460603008	0.6686880950003002	0.6645736428738974	0.756883672853318
SMARCA5_g22	SMARCA5	1.0279560678325783	1.2173505026811255	0.8585566991572992	1.3273455133846344
SMARCA5_g23	SMARCA5	0.7255063527818417	0.6644165590724431	0.7006278429987063	1.1247552618621997
SMARCA5_g24	SMARCA5	0.49326946048659326	0.615751969955442	0.6534893115931568	0.7467488783599877
SMARCAD1_g25	SMARCAD1	1.0073589526380333	1.3185923076925818	1.0381450678153543	1.7210459725000549
SMARCAD1_g26	SMARCAD1	0.40629182934345304	0.5706860942123918	0.40217838852883403	1.0966568641396532
SMARCAD1_g27	SMARCAD1	0.6454080745283819	0.6297672390894608	0.8950259429833405	0.8411387050910824
SMARCAD1_g28	SMARCAD1	0.6457438673594499	1.0596499712940706	0.7882517903986761	0.9377212167845049
SMARCAD1_g29	SMARCAD1	0.897559325262905	0.9402583252226379	0.9841537331624687	1.3902898081469892
SMARCAD1_g30	SMARCAD1	0.6753485136044846	1.0487851624613533	1.0308613261141337	1.083737657731878
SMARCAL1_g31	SMARCAL1	1.0267856080952642	0.9871308211255997	1.2599816335526128	2.0111884340693345
SMARCAL1_g32	SMARCAL1	0.4794427776073195	0.5969087057188189	0.5339123223365724	0.6860314686843163
SMARCAL1_g33	SMARCAL1	0.6169537973912872	0.8379388662062777	1.2179451528135343	1.2475864192230817
SMARCAL1_g34	SMARCAL1	0.7276012759564076	0.7000620302520456	0.5441017876295101	1.0697340931736035
SMARCAL1_g35	SMARCAL1	1.1254269207024787	1.113744361846911	1.0165548426661355	1.4200498991856105
SMARCAL1_g36	SMARCAL1	0.9330491211724806	1.176543879659898	1.044825446905037	1.6263869396601824
SMARCB1_g37	SMARCB1	0.9389753708886655	1.2022054611164121	0.8679930632806391	1.5368679342485316
SMARCB1_g38	SMARCB1	0.4275834005454074	0.49139401525849863	0.43081251062647885	0.572097256243455
SMARCB1_g39	SMARCB1	0.5375696451837938	0.7844039389884973	0.6787763030473071	0.7284595351948839
SMARCB1_g40	SMARCB1	1.0152130636589507	1.117697072725628	1.1364892979426524	1.4007808218577535
SMARCB1_g41	SMARCB1	1.0462792572914406	1.1986161156364656	0.7300605588300733	1.8606249967834407
SMARCB1_g42	SMARCB1	0.8734020227787128	1.0736255470633738	1.206552826182942	1.2813842386830094
SMARCC1_g43	SMARCC1	0.47648933779500335	0.5871472308126076	0.6957061593989551	0.6818054113804071
SMARCC1_g44	SMARCC1	0.9217123390217439	1.3678172556284869	1.1425399600059822	1.4501624589489952
SMARCC1_g45	SMARCC1	1.1288948869507727	1.170002683788777	1.3705987641495545	1.6439814258395056
SMARCC1_g46	SMARCC1	1.0570032493176253	0.6857435054938529	1.1201335568248914	0.9380793412467079
SMARCC1_g47	SMARCC1	0.5932285865181971	0.8923972497348356	1.0470288550916207	1.267810241735343
SMARCC1_g48	SMARCC1	0.632695730788668	0.916166642443672	0.9300407948777603	1.5777260217501543
SMARCC2_g49	SMARCC2	1.0496821673374452	1.0815390265284845	1.370477474601595	1.2924589006462897
SMARCC2_g50	SMARCC2	0.35727973914143646	0.5249129229783153	0.4747316415252861	0.5775094238544936
SMARCC2_g51	SMARCC2	0.3417895295903897	0.6098684901167543	0.5609140883495173	0.4843843136887003
SMARCC2_g52	SMARCC2	0.706239612512888	0.8507934801441042	1.041735184387327	1.4505553279893184
SMARCC2_g53	SMARCC2	0.817045363157003	0.9683205689778721	0.9951702833813608	1.046215901824099
SMARCC2_g54	SMARCC2	0.6038168404774061	0.7166263083283185	0.8986501364408581	1.1429431466515165
SMARCD1_g55	SMARCD1	1.1254506772507968	1.4214850939151016	1.262217782481078	1.64992525430521
SMARCD1_g56	SMARCD1	0.5400269965550096	0.6799816640841987	0.7844080706267021	0.9400930074110109
SMARCD1_g57	SMARCD1	1.0024399230459846	1.2427093054043483	1.085318139155364	0.9997225940308809
SMARCD1_g58	SMARCD1	1.072314023967213	1.332803931698784	1.2720184120603608	1.8421500747169237
SMARCD1_g59	SMARCD1	1.0937450781846456	1.2744285774149982	1.3025892926277323	1.369403462151715
SMARCD1_g60	SMARCD1	1.118235151055303	1.0221151284569572	1.1294381542749605	1.4887803380021047
SMARCD2_g61	SMARCD2	1.1630971528722729	1.3844108208181045	1.5265290191997087	1.5561986013817173
SMARCD2_g62	SMARCD2	0.751872426364897	0.9701244640793891	0.9743042703539435	1.248340763805095
SMARCD2_g63	SMARCD2	0.5584203000583909	0.7552979433849726	0.8897417157114728	1.0409869181580655
SMARCD2_g64	SMARCD2	1.1030741581636236	1.2655062856241452	1.2580454325203954	1.1756220428464759
SMARCD2_g65	SMARCD2	0.8923994397775987	0.9084314398442803	1.3236188607674173	1.3509822401038662
SMARCD2_g66	SMARCD2	0.741281440102667	1.2863794685768046	1.287777664683936	1.058766126499747
SMARCD3_g67	SMARCD3	0.8980538996306034	0.7674217839307304	0.8957876431531564	1.1850548370842422
SMARCD3_g68	SMARCD3	0.8772798456144122	1.0228836665584604	1.2472681823498268	1.3361733541109668
SMARCD3_g69	SMARCD3	0.5433639563554772	0.5522216183741607	0.7721742268504576	0.5839131025255793
SMARCD3_g70	SMARCD3	1.135111358935794	1.1032826044432884	1.0892530843593382	1.8131138311171353
SMARCD3_g71	SMARCD3	0.6717188039432292	0.6126334933240266	0.8611075812786184	1.0973050600173901
SMARCD3_g72	SMARCD3	0.8195090829173958	1.1175195341803092	1.072661503466986	1.235080183030059
SMARCE1_g73	SMARCE1	0.8755564370997704	1.2468384749895842	1.3989539299416973	1.637837210589878
SMARCE1_g74	SMARCE1	0.8623930138386231	1.4644503344753252	1.3330503062277361	1.7404818239838404
SMARCE1_g75	SMARCE1	0.9214484662122384	0.9323463371770274	0.8699834486300572	0.7211330847803903
SMARCE1_g76	SMARCE1	0.4458974639751609	0.6405514834557622	0.9028289492195539	1.1389656854598929
SMARCE1_g77	SMARCE1	0.8302936626788978	0.7380163343293987	0.8668344502599404	0.5239959439322774
SMARCE1_g78	SMARCE1	0.971191529900483	0.9365527538166483	0.9798007551862755	0.9625132308948331
SET_g1	SET	0.8242068575017919	1.2848355325747705	1.1992936766319224	1.577425298390786
SET_g2	SET	0.5409586268823681	0.6550385535159855	0.55607722501043	0.5846002891800439
SET_g3	SET	0.6166263737424927	0.7298026063420717	0.691805849125501	0.7757769485059138
SET_g4	SET	0.546387145687714	0.395257931821774	0.668221932152128	0.5654246352709944
SET_g5	SET	0.5502643628593233	0.7219243325565673	0.8622302027139817	0.769633199121057
SET_g6	SET	0.9740072971854171	1.5419806695214417	0.8882073024527286	1.3177451505620732
SETBP1_g7	SETBP1	1.0410942944863908	1.255233021775077	1.1321737579576017	1.6674177355176807
SETBP1_g8	SETBP1	0.9866004569217984	1.0914635047730807	1.3846869820016305	1.5896734640787684
SETBP1_g9	SETBP1	0.7887512136998813	1.2053705272817945	1.02655111629533	1.1641832417701807
SETBP1_g10	SETBP1	0.8083570452944416	1.1891105257853951	1.28727824196738	1.2397428278898603
SETBP1_g11	SETBP1	0.8052223057537992	1.1527141204796247	1.2982710050339417	1.155830499649103
SETBP1_g12	SETBP1	0.9934617753495182	1.1138223117440604	1.1853525780413718	0.8395137910827354
SETD1A_g13	SETD1A	0.946687880589771	0.9318238469572744	0.9078188033116902	1.067267985495551
SETD1A_g14	SETD1A	0.9608633575806349	0.9214196897828445	0.9369740317488419	1.1352192123163853
SETD1A_g15	SETD1A	0.8351878309230847	0.9302224204562779	1.0055665965567087	1.1809553073470536
SETD1A_g16	SETD1A	0.6743009756320916	0.37740126939319046	0.39495830422451006	0.53824430990699
SETD1A_g17	SETD1A	0.4945886085835105	0.6311440974152952	0.5472023865868267	0.958783717593268
SETD1A_g18	SETD1A	0.650670412617603	0.8642300576055958	0.9265289421814601	0.9927855184664504
SETD1B_g19	SETD1B	0.6732779538082974	0.9310108581609792	1.1084716325166797	1.139810706656733
SETD1B_g20	SETD1B	1.0857845113860196	1.1883042561241388	1.5631324264600146	1.8063873633094003
SETD1B_g21	SETD1B	0.8174657422592824	0.9376539809439028	0.9243433135137499	1.7116156454382223
SETD1B_g22	SETD1B	1.0519038637824507	0.9786213876048829	1.1993015058199776	1.681090264883672
SETD1B_g23	SETD1B	0.6358517893484996	0.558022261264999	0.7531513134559605	0.9135957322801413
SETD1B_g24	SETD1B	0.8566914647322721	1.107607756580208	1.512032130396804	1.4192761829189635
SETD2_g25	SETD2	0.7558023190191402	0.7800210259714832	0.7475350563742125	1.0478381789996603
SETD2_g26	SETD2	0.6980783058169568	1.2406575093756635	0.9700139372027387	1.3669246754988773
SETD2_g27	SETD2	1.3458918761447711	1.673912114976181	1.5239464254854884	1.6021147440753403
SETD2_g28	SETD2	0.9820488184900139	0.6707748759827893	1.3309142834688585	0.976173025593642
SETD2_g29	SETD2	0.4211062664663566	0.3895209433545425	0.41175938984310945	0.486989897251521
SETD2_g30	SETD2	0.6816785173217945	1.6299964347127933	0.9917588863570233	1.6218681466018943
SETD3_g31	SETD3	0.9815860527568069	1.2315560708255886	1.2561882347630584	1.5152403673876764
SETD3_g32	SETD3	0.42756513877348157	0.568958243158388	0.36337065590506856	0.2371091303332167
SETD3_g33	SETD3	0.8046649286558083	0.9618744662245851	0.5984787895674115	1.1964673042489622
SETD3_g34	SETD3	0.8158096536529506	0.8352548662234889	1.0239378478246477	1.2189315725032062
SETD3_g35	SETD3	0.7930149958042315	0.8448008997458538	1.3246642701676417	1.6273204144141846
SETD3_g36	SETD3	0.990947872318502	1.039559231404347	1.5137231204359598	1.3165986396918754
SETD4_g37	SETD4	0.7745156314520293	0.9826113257877649	0.8576628813480865	0.7946792336925281
SETD4_g38	SETD4	0.9117603768415982	0.6900326621132119	0.854376150193643	1.3472999486601023
SETD4_g39	SETD4	1.1098457846140193	1.1788874190156093	1.2615772966922711	1.7549052299042116
SETD4_g40	SETD4	0.8084560841687721	0.7682995373481933	0.8013702648899911	0.9776873051121046
SETD4_g41	SETD4	0.8438207338813257	1.0635215997379683	0.9973096310426587	1.3839737786099984
SETD4_g42	SETD4	1.075968477040298	1.31926749552305	1.392285535150435	1.63668331488489
SETD5_g43	SETD5	0.9683145983429203	1.103035375122308	1.0972904360999844	1.2133890947331696
SETD5_g44	SETD5	0.6949265175255438	1.2258106495323344	1.052832925038268	1.7028250055185812
SETD5_g45	SETD5	0.4575101605028127	0.5178684320964799	0.4419654404361059	0.629193674430353
SETD5_g46	SETD5	0.5500513475635788	0.737494946221756	1.1229950222367713	1.1805971998494498
SETD5_g47	SETD5	0.9760460227828375	1.0301388254780273	1.1645729086915546	1.1776674599747812
SETD5_g48	SETD5	0.6673055937944746	0.8933467400977974	0.6759213896626116	1.209252478476738
SETD6_g49	SETD6	0.9342585022739842	1.1810513218002163	0.9660854446659867	1.1875166080739628
SETD6_g50	SETD6	0.5911935313837149	0.6760900897175687	0.6454500892961894	0.7667698474736829
SETD6_g51	SETD6	0.9404751455220641	1.393102391120165	1.1664790928610875	1.6218961380854122
SETD6_g52	SETD6	0.9618994035442942	1.0171269741646278	1.358301549335773	1.2190016719884467
SETD6_g53	SETD6	0.5102908024421003	0.7049809091544477	0.7254446738797568	0.3813275810084416
SETD6_g54	SETD6	0.9408828290719207	1.0517845793819038	1.0775170115136878	1.479116090838567
SETD7_g55	SETD7	0.9340194140684516	1.1104685194085513	1.2486793517117405	1.4764781915827805
SETD7_g56	SETD7	1.4474590245193362	1.4210670334207922	1.3770150981809146	1.8350452605512217
SETD7_g57	SETD7	0.9549086539140739	0.8687868012040015	1.019087763561619	1.0713601897052918
SETD7_g58	SETD7	1.1070065038706396	0.7850670087445508	1.5214611256200536	0.8858780113026936
SETD7_g59	SETD7	0.9131500823830844	1.190440888509166	0.9851152486827163	1.262818876922255
SETD7_g60	SETD7	0.3794304315570207	0.6032092987398507	0.8732442969943847	0.6663163957597587
SETD8_g61	SETD8	0.2342737692700739	0.3392370173530991	0.14088040398144414	0.49368877320836674
SETD8_g62	SETD8	0.26487256458772734	0.5317736096560134	0.5557567822631263	0.7601096788346233
SETD8_g63	SETD8	0.7439083294907445	0.9128869217181966	1.1373276359210533	1.1513810931183395
SETD8_g64	SETD8	1.0224939524663432	1.2590210677673008	1.2412096867508524	1.5502366939834336
SETD9_g65	SETD9	0.7652767904064979	1.0302074004369952	1.187988612071606	1.0922153672927093
SETD9_g66	SETD9	0.8949678215044824	0.8543949479035737	1.097571307730931	1.1737637181445741
SETD9_g67	SETD9	1.0292572680644565	0.8761918312406615	1.0117614519985316	1.4653191828910397
SETD9_g68	SETD9	0.750472217240167	0.7375321584303678	0.9372711536117045	1.2440005012468163
SETD9_g69	SETD9	0.46412176142233835	0.5813065222232893	0.5572296435587354	0.916922847345192
SETD9_g70	SETD9	1.0641305374845245	1.2840833992901535	1.2875153006757583	1.3636574408713975
SETDB1_g71	SETDB1	1.0173519619691784	0.9985853141557178	1.4151588347241704	1.0999155712558382
SETDB1_g72	SETDB1	0.390103244321096	0.37295626958918177	0.43067789008292434	0.5393854425935685
SETDB1_g73	SETDB1	0.47331316445141447	0.6744958703066778	0.5903366819627172	0.7203590509093066
SETDB1_g74	SETDB1	1.0769429586265902	0.8709466716649809	1.1844884564810958	1.393117662946398
SETDB1_g75	SETDB1	0.9496771241719809	0.9600301063168303	1.1016354612549015	1.3177082714036736
SETDB1_g76	SETDB1	0.6542396172681452	1.1663707843482989	1.0554893203707285	1.5024178970228899
SETDB2_g77	SETDB2	1.1891687108815223	1.015905571671625	1.2832530725418565	1.6078022159109777
SETDB2_g78	SETDB2	1.041707086526921	1.0129872460160405	1.4723781840230918	1.191415012901012
SETDB2_g79	SETDB2	0.5249280758030964	0.42799274899457923	0.5608666204788364	0.6975967506814703
SETDB2_g80	SETDB2	0.9966371188498894	1.0075020391830432	1.8292222204273132	1.3180449281434963
SETDB2_g81	SETDB2	0.8413225042290579	0.9107134555554706	0.8721485571026399	1.2818994018976075
SETDB2_g82	SETDB2	0.6993975731341587	0.9739929240515163	0.9703518427689155	1.0810273918868176
BRD1_g1	BRD1	1.040247395781336	1.3911147251137927	1.6744579272480382	2.280700477545696
BRD1_g2	BRD1	0.7799799666273803	1.0634334105856516	0.9949344566011897	1.1704879761622347
BRD1_g3	BRD1	0.992619261671541	1.2857462149105767	1.6332924483805604	1.6681965452196896
BRD1_g4	BRD1	0.8965349165684008	1.1998940525847797	1.3621255187161525	1.5823132605189936
BRD1_g5	BRD1	1.0960039786372813	1.2145821366663647	1.144238537530754	1.0482678905678933
BRD1_g6	BRD1	0.5848222961789499	0.9274959758315972	1.3285785991090915	1.602126707136551
